table_id,dimension_signature,expected_periods,n_time_periods,missing_quarters,missing_values,time_first,time_last,coverage_status,issue_reason
12tu,Alue=MK01|Ammattiryhmä=1412|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,16,2013Q1,2026Q2,REVIEW,16 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=1420|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,27,2013Q1,2026Q2,REVIEW,27 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=1431|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,33,2013Q1,2026Q2,REVIEW,33 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=1439|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,16,2013Q1,2026Q2,REVIEW,16 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=2111|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,38,2013Q1,2026Q2,REVIEW,38 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=2112|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,14,2013Q1,2026Q2,REVIEW,14 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=2113|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,13,2013Q1,2026Q2,REVIEW,13 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=2114|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,37,2013Q1,2026Q2,REVIEW,37 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=2120|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,10,2013Q1,2026Q2,REVIEW,10 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=2131|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,16,2013Q1,2026Q2,REVIEW,16 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=2132|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,29,2013Q1,2026Q2,REVIEW,29 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=2133|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,12,2013Q1,2026Q2,REVIEW,12 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=2141|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,4,2013Q1,2026Q2,REVIEW,4 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=2142|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,0,2013Q1,2026Q2,PASS,complete quarterly coverage and values
12tu,Alue=MK01|Ammattiryhmä=2143|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,14,2013Q1,2026Q2,REVIEW,14 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=2144|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,0,2013Q1,2026Q2,PASS,complete quarterly coverage and values
12tu,Alue=MK01|Ammattiryhmä=2145|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,11,2013Q1,2026Q2,REVIEW,11 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=2146|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,18,2013Q1,2026Q2,REVIEW,18 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=2149|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,0,2013Q1,2026Q2,PASS,complete quarterly coverage and values
12tu,Alue=MK01|Ammattiryhmä=2151|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,0,2013Q1,2026Q2,PASS,complete quarterly coverage and values
12tu,Alue=MK01|Ammattiryhmä=2152|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,5,2013Q1,2026Q2,REVIEW,5 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=2153|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,3,2013Q1,2026Q2,REVIEW,3 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=2161|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,5,2013Q1,2026Q2,REVIEW,5 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=2162|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,35,2013Q1,2026Q2,REVIEW,35 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=2163|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,39,2013Q1,2026Q2,REVIEW,39 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=2164|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,9,2013Q1,2026Q2,REVIEW,9 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=2165|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,8,2013Q1,2026Q2,REVIEW,8 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=2166|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,8,2013Q1,2026Q2,REVIEW,8 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=2211|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,0,2013Q1,2026Q2,PASS,complete quarterly coverage and values
12tu,Alue=MK01|Ammattiryhmä=2212|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,0,2013Q1,2026Q2,PASS,complete quarterly coverage and values
12tu,Alue=MK01|Ammattiryhmä=2221|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,3,2013Q1,2026Q2,REVIEW,3 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=2250|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,27,2013Q1,2026Q2,REVIEW,27 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=2261|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,0,2013Q1,2026Q2,PASS,complete quarterly coverage and values
12tu,Alue=MK01|Ammattiryhmä=2262|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,29,2013Q1,2026Q2,REVIEW,29 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=2263|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,26,2013Q1,2026Q2,REVIEW,26 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=2265|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,18,2013Q1,2026Q2,REVIEW,18 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=2266|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,1,2013Q1,2026Q2,REVIEW,1 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=2269|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,7,2013Q1,2026Q2,REVIEW,7 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=2310|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,0,2013Q1,2026Q2,PASS,complete quarterly coverage and values
12tu,Alue=MK01|Ammattiryhmä=2320|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,1,2013Q1,2026Q2,REVIEW,1 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=2330|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,0,2013Q1,2026Q2,PASS,complete quarterly coverage and values
12tu,Alue=MK01|Ammattiryhmä=2341|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,0,2013Q1,2026Q2,PASS,complete quarterly coverage and values
12tu,Alue=MK01|Ammattiryhmä=2342|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,0,2013Q1,2026Q2,PASS,complete quarterly coverage and values
12tu,Alue=MK01|Ammattiryhmä=2351|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,7,2013Q1,2026Q2,REVIEW,7 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=2352|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,0,2013Q1,2026Q2,PASS,complete quarterly coverage and values
12tu,Alue=MK01|Ammattiryhmä=2353|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,7,2013Q1,2026Q2,REVIEW,7 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=2354|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,17,2013Q1,2026Q2,REVIEW,17 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=2355|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,22,2013Q1,2026Q2,REVIEW,22 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=2356|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,30,2013Q1,2026Q2,REVIEW,30 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=2359|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,0,2013Q1,2026Q2,PASS,complete quarterly coverage and values
12tu,Alue=MK01|Ammattiryhmä=2411|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,0,2013Q1,2026Q2,PASS,complete quarterly coverage and values
12tu,Alue=MK01|Ammattiryhmä=2412|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,23,2013Q1,2026Q2,REVIEW,23 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=2413|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,8,2013Q1,2026Q2,REVIEW,8 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=2421|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,4,2013Q1,2026Q2,REVIEW,4 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=2422|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,0,2013Q1,2026Q2,PASS,complete quarterly coverage and values
12tu,Alue=MK01|Ammattiryhmä=2423|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,0,2013Q1,2026Q2,PASS,complete quarterly coverage and values
12tu,Alue=MK01|Ammattiryhmä=2424|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,6,2013Q1,2026Q2,REVIEW,6 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=2431|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,0,2013Q1,2026Q2,PASS,complete quarterly coverage and values
12tu,Alue=MK01|Ammattiryhmä=2432|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,1,2013Q1,2026Q2,REVIEW,1 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=2433|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,31,2013Q1,2026Q2,REVIEW,31 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=2434|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,8,2013Q1,2026Q2,REVIEW,8 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=2511|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,0,2013Q1,2026Q2,PASS,complete quarterly coverage and values
12tu,Alue=MK01|Ammattiryhmä=2512|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,0,2013Q1,2026Q2,PASS,complete quarterly coverage and values
12tu,Alue=MK01|Ammattiryhmä=2513|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,13,2013Q1,2026Q2,REVIEW,13 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=2514|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,1,2013Q1,2026Q2,REVIEW,1 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=2519|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,3,2013Q1,2026Q2,REVIEW,3 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=2521|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,1,2013Q1,2026Q2,REVIEW,1 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=2522|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,8,2013Q1,2026Q2,REVIEW,8 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=2523|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,8,2013Q1,2026Q2,REVIEW,8 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=2529|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,23,2013Q1,2026Q2,REVIEW,23 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=2611|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,0,2013Q1,2026Q2,PASS,complete quarterly coverage and values
12tu,Alue=MK01|Ammattiryhmä=2612|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,17,2013Q1,2026Q2,REVIEW,17 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=2619|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,5,2013Q1,2026Q2,REVIEW,5 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=2621|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,11,2013Q1,2026Q2,REVIEW,11 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=2622|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,0,2013Q1,2026Q2,PASS,complete quarterly coverage and values
12tu,Alue=MK01|Ammattiryhmä=2631|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,33,2013Q1,2026Q2,REVIEW,33 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=2632|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,21,2013Q1,2026Q2,REVIEW,21 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=2633|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,12,2013Q1,2026Q2,REVIEW,12 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=2634|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,0,2013Q1,2026Q2,PASS,complete quarterly coverage and values
12tu,Alue=MK01|Ammattiryhmä=2635|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,0,2013Q1,2026Q2,PASS,complete quarterly coverage and values
12tu,Alue=MK01|Ammattiryhmä=2636|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,36,2013Q1,2026Q2,REVIEW,36 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=2641|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,24,2013Q1,2026Q2,REVIEW,24 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=2642|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,16,2013Q1,2026Q2,REVIEW,16 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=2643|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,0,2013Q1,2026Q2,PASS,complete quarterly coverage and values
12tu,Alue=MK01|Ammattiryhmä=2651|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,30,2013Q1,2026Q2,REVIEW,30 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=2652|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,41,2013Q1,2026Q2,REVIEW,41 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=2653|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,13,2013Q1,2026Q2,REVIEW,13 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=2654|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,16,2013Q1,2026Q2,REVIEW,16 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=2655|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,7,2013Q1,2026Q2,REVIEW,7 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=2656|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,6,2013Q1,2026Q2,REVIEW,6 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=2659|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,21,2013Q1,2026Q2,REVIEW,21 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=3111|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,31,2013Q1,2026Q2,REVIEW,31 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=3112|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,1,2013Q1,2026Q2,REVIEW,1 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=3113|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,5,2013Q1,2026Q2,REVIEW,5 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=3114|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,16,2013Q1,2026Q2,REVIEW,16 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=3115|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,0,2013Q1,2026Q2,PASS,complete quarterly coverage and values
12tu,Alue=MK01|Ammattiryhmä=3116|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,35,2013Q1,2026Q2,REVIEW,35 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=3117|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,17,2013Q1,2026Q2,REVIEW,17 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=3118|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,11,2013Q1,2026Q2,REVIEW,11 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=3119|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,0,2013Q1,2026Q2,PASS,complete quarterly coverage and values
12tu,Alue=MK01|Ammattiryhmä=3121|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,6,2013Q1,2026Q2,REVIEW,6 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=3122|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,1,2013Q1,2026Q2,REVIEW,1 missing value(s)
12tu,Alue=MK01|Ammattiryhmä=3123|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,0,2013Q1,2026Q2,PASS,complete quarterly coverage and values
12tu,Alue=MK01|Ammattiryhmä=3131|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,14,2013Q1,2026Q2,REVIEW,14 missing value(s)
